,Review,Class
3866,THIS APP IS REALLY GETTING INTO MY NERVES! SO MUCH BUG THAT I'M LOSING MY PATIENCE 😀,1
3867,RUPAM.DAS,1
3868,Nice,1
3869,Nice app opt,1
3870,Works all the time keeps me updated with friends and family. Easy to use.,1
3871,Good,1
3872,Stupid app,1
3873,Rajj,1
3874,Supar,1
3875,Good,1
3876,Connects to WiFi so guess it should be banned too.,1
3877,Video call quality is low otherwise it works very well. Recommend 👍,1
3878,I love this app ❣️,1
3879,Not helping,1
3880,"I hope that the ""Valentine's"" chat theme will not be automatically removed unless it's a person's choice to change a chat theme. Thanks. Cause it is so pretty! 😩💖",1
3881,Can't even sign in. It is a pain in the,1
3882,Cifogof,1
3883,olryt,1
3884,Fix the late notifications it took several minutes before it notify when receiving messages even though the message was received few minutes ago,1
3885,Pretty good. Obviously. But has some bugs occasionally.,1
3886,Viva la tiktok,1
3887,8ii,1
3888,I love it,1
3889,Good,1
3890,Nice and excellent service,1
3891,It will not allow me to end my free trial and i do not wish to pay for the subscription. Very frustrating,1
3892,This is so important to me. I like this app more than other apps.,1
3893,It’s not good,1
3894,Angelito.yumul,1
3895,M. K. Chauhan,1
3896,Very good,1
3897,Gi,1
3898,Fast,1
3899,I constantly have to delete and resintall to get notifications to go away. This is a garbage app but you need it so it is what it is.,1
3900,3 stars. Why remove the effects for photos to be sent? Ruined the fun. The effects now is boring and lame,1
3901,Excellent,1
3902,Nice app,1
3903,Super easy to use,1
3904,Love it,1
3905,Some experience,1
3906,ভালো,1
3907,Good,1
3908,computer,1
3909,terrible,1
3910,Beautiful 🌹🌹❤️❤️,1
3911,Need to update my messenger,1
3912,This app is good but ocupy more space,1
3913,Excellent,1
3914,09lo8876r5321,1
3915,Good,1
3916,That's is great 👍,1
3917,It's trash,1
3918,Very important,1
3919,Ok,1
3920,Good apps,1
3921,this app is not working im trying to sign in the its not working all that its showing me is a loading screen and a cancel button pls workmon your apps,1
3922,I keep getting hacked and cant get a network connection,1
3923,Best,1
3924,Won't let messages go through,1
3925,I think this is good for whose don't have Sim card,1
3926,Very nice,1
3927,Nice performance keep it up,1
3928,Life is drama the man is actor,1
3929,I love it u can see who is on line and talk to them when u need to,1
3930,"nag gagago amp bigla bigla na lg akong hindi makapag reply,kala tuloy ng nanay ko galit ako sknya",1
3931,The gruop message mus be separated from the contact message . The group message should be separated from the other messages. . Should be easy to use that.,1
3932,"The phone part doesn't work on my phone, Sounds robotic and cuts out.",1
3933,U ⁿ,1
3934,It doesn't even load on a chromebook so it sucks get it on your phone instead.,1
3935,good,1
3936,It goodb,1
3937,For some reason my messages aren't coming up until I open the app been going on for a month and half now the bubble notification isn't even working now,1
3938,Now the app doesn't notify me when I get messages. I have to keep checking daily. it is anoying that it keeps telling me some one is waiting for your reply. I'll reply if i want to!,1
3939,eszeZszzZezzzssze把她家，比我木有，。码数。她@吃，他h8,1
3940,good,1
3941,Yes im,1
3942,W aww,1
3943,I have been n face book over 10 years.,1
3944,Mesenger,1
3945,Great,1
3946,Amazing! Best for use,1
3947,Good🌸🌸,1
3948,Vary good,1
3949,Couldn't do without it!!!,1
3950,The bubble chat head is like a relationship. Sometimes it doesnt work.,1
3951,nice,1
3952,Can't open messenger,1
3953,Seems good although no more changes should be done it's perfect this way,1
3954,"The processed image captured from front facing camera is so blurry. But when I use the camera app of my phone or snapchat, it wasn't blurry.",1
3955,Excellent,1
3956,full of glitch...,1
3957,Na Munna Na 😋 😋😋😋😋😋😋🥀🖤👿,1
3958,This up are deficoult to use.its not updated,1
3959,It lags so badly please fix this,1
3960,Good,1
3961,"Messenger is a good app it's makes chat easy and faster, you can also search for the previous chats and many more so i recommend messenger app for you",1
3962,Because the messenger is very nice,1
3963,Ok,1
3964,Happy,1
3965,Very useful,1
3966,Good,1
3967,নাইস এপ,1
3968,So good,1
3969,Good,1
3970,Poor internet service won't connect when someone calls me,1
3971,"After the last update or so I am no longer getting notifications. This app has really gone downhill, and the developers no longer care.",1
3972,claracortez,1
3973,Slow function when I start using switch account. Please fix this this issue immediately.,1
3974,ok,1
3975,",झालं, ,🥰🧡",1
3976,DiLHAD,1
3977,"Since the last update around 3 days ago wont even load, just sticks on the initial loading screen, can't access from Facebook either",1
3978,Don't get my notifications off messages like I have before it's always slow even notifications of old messages can come before I actually respond to the message that I received,1
3979,Very Good App,1
3980,Softly chatting app 💕,1
3981,Needs some work. It doesn't work good with other apps.,1
3982,বালের অ্যাপ কোনো মেয়ে ম্যাসেজ দাই না,1
3983,Okay,1
3984,Good,1
3985,I always get my messages clear and quick,1
3986,Its so bad 👎,1
3987,All good,1
3988,Nice,1
3989,i love this,1
3990,Alhamdulillah,1
3991,App fill with bugs or may be a server down.. pics are taking more time to send some times it's not working,1
3992,joss app,1
3993,Doesn't work,1
3994,App has been awful for the last handful of days. Often not working at all or being delayed minutes,1
3995,Superb Very nice,1
3996,Dipakmagar,1
3997,Best,1
3998,Ddd,1
3999,This is a great App it goes wherever you go.,1
4000,"I'm, so many happy",1
4001,Glitchy will not end video calls.,1
4002,Messages not coming through for hours,1
4003,Very nice Amazing,1
4004,Ki,1
4005,nice,1
4006,Useful,1
4007,This is nice,1
4008,Good,1
4009,আজাইরা ফালতু একটা এপ্স কোন কাজের না একটা রিলেশন ই করা পারলাম না এই এপস দিয়ে কি হবে,1
4010,Good,1
4011,I love it,1
4012,Sure to me 💯 legit sure 😊😊 ... Facebook Messenger App it's a legit and sure app to start up your investment capital okay 👍👍,1
4013,Putanginahhhh daming bugs nitong mga punyetang update niyo di nakakatuwa!,1
4014,"When the bubble head shows up and I click it, it will be black and tell me to exit split screen, very annoying, pls messenger fix this ASAP, message is better and beautiful before than now",1
4015,Okay,1
4016,"HATE HATE HATE that I can't check my messages anymore because of the dumb new pin feature. The app is garbage. Will be using another platform moving forward. All settings should be optional, and you shouldn't be lo ked out because the feature isn't working.",1
4017,It's amazing for instant messaging,1
4018,log,1
4019,So experiecesive can call can vc,1
4020,"It's great when it's working but for some reason I can't message absolutely Noone. I've Uninstalled, updated app and everything and still can't message.",1
4021,KokkkIkmkk89O68888888o9898p8pp88o8pp98o8p88p8kok lol 96.77.203.50 9lpI8ol8oI 78o I 8i8 K li m. Every,1
4022,A lot of bugs are included every update. Fix it.,1
4023,Faster,1
4024,Needs work,1
4025,Messenger is very good,1
4026,Got it,1
4027,"No longer notifies me when I have a message, and I am by far not the only one this happens to. Fix asap",1
4028,Good apps,1
4029,very good,1
4030,Nice,1
4031,"Hate that one or the other has to be ""default"" before being used",1
4032,"I think Meta layoffs are making a mediocre app even worse. In the past month or so, it's 50/50 if my messages even appear when I open the app. I keep getting logged out at random. New msg notifications when nothing is there. No notifications when there are new msgs. The whole app is buggy",1
4033,"my friends who I have on Facebook do not show up when searching. So I cant message anyone. this ""new favebook"" style is ridiculous everything is messed up and not working",1
4034,Love,1
4035,Still not showing notifications on Android most of the time. Have reinstalled twice. Frustrating,1
4036,Amazing application,1
4037,Very good app,1
4038,I do not like Facebook anymore you can tell them that frank harry hunt junior,1
4039,Great,1
4040,Nice app,1
4041,The app is good,1
4042,The App is quite efficient,1
4043,Easy to use,1
4044,Good,1
4045,Why can't I add video when am video calling someone on messenger can you add it cause I have been experiencing that for a long time not knowinh what's wrong but noe I realize it can you do it so I can add a video when am on video call this is so strange,1
4046,Garbage since update as usual crashing not loading ect ect rather have watsapp,1
4047,Add open to account,1
4048,Good,1
4049,Great,1
4050,Helpful program at all your friend and contact and sure every one already have it,1
4051,jisko sms kro o block kr dati h block wala system hatao yara,1
4052,Nice,1
4053,My app doesn't want to downloading,1
4054,"it's worst now. you cannot ignore a person now, i dont want some people to know that im online, their messages say its delivered, ive got to seen it. Also, you cannot know what time they have seen your message. in addition, you cannot back read your conversations years ago or months ago. it says something is wrong. only the word u searched, u cannot scroll it anymore. i dont like this update. Moreover, when someone seen your message its not in real-time.",1
4055,The more you listen more great things shall over flow you life,1
4056,Very bad app 🙂💔...why you make this app...why i m downloaded this..If I hadn't downloaded this I might not have meet her and my life wouldn't have been ruined like this today🙂💔,1
4057,Great,1
4058,Terrible app,1
4059,I can't reply to on my Messenger,1
4060,Sometimes my entire friends list will show up as active. I've also came across a glitch where the camera keeps opening up while I'm trying to type. Y'all slacking plain and simple.,1
4061,The last month it has been gradually getting worse messages either forever to send or don't send at all if people call you it either takes for ever to answer it and then never connects thru just keeps ringing or doesn't pop up at all,1
4062,This app is awesome,1
4063,nic app,1
4064,like,1
4065,io 9. C. the 3. P8ic8c8f l Pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,1
4066,Very slow installation,1
4067,"Overall good and easy user experience logging in and using the app, but a lot of the time there are glitches or delays when wifi connection is great when sending messages or on phone/video calls",1
4068,"Hello sir, there problem if you want to unblock friend",1
4069,Good,1
4070,Good,1
4071,Good night my love you too bad,1
4072,Solid messaging but fails to push notifications often. This becomes an issue especially if you're using this as a primary form of messaging on your device.,1
4073,"More often than not notifications don't work. No bubbles, no sounds, nothing. Unistalled, reinstalled, works for an hour then stops, despite all the settings being correct. For years this was a great app, now it's practically useless.",1
4074,It is really good,1
4075,So slow,1
4076,Amazing app,1
4077,Best one,1
4078,KNB,1
4079,Facebook,1
4080,Working good,1
4081,Welcome eternal life campaign.,1
4082,"Went to McDonald's, got a large order of fries and they were stone cold, on a hurry. So not time to wait again. Battlefield",1
4083,Filters aren't working. Moreover very slow... Many features have been excluded which were present before.... Need to revise this app!,1
4084,It sucks,1
4085,Ive always loved this app until the ladt few months. Now I hardly get notified theres a new message until i open the app and see it there. Then it will ding its awful for this constantly happening. Not just me either my friend in another state has this same issue too. Its getting ridiculas....,1
4086,"Am having damn problem with this app, i can't just stay and browser its keep stopping itself why???please fix it because i will not redownload this app anymore",1
